Country Name,Country Code,1960 [YR1960],1964 [YR1964],1968 [YR1968],1972 [YR1972],1976 [YR1976],1980 [YR1980],1984 [YR1984],1988 [YR1988],1992 [YR1992],1994 [YR1994],1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2006 [YR2006],2008 [YR2008],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018]
Italy,ITA,40385288344.00,63175417019.00,87942231678.00,145000000000.00,224000000000.00,476000000000.00,436000000000.00,889000000000.00,1320000000000.00,1100000000000.00,1310000000000.00,1270000000000.00,1140000000000.00,1270000000000.00,1800000000000.00,1940000000000.00,2390000000000.00,2130000000000.00,2070000000000.00,2150000000000.00,1870000000000.00,2070000000000.00
Jamaica,JAM,699050679.00,897931401.40,1083883355.00,1875048860.00,2966010230.00,2679409453.00,2373566957.00,3828310735.00,3530892749.00,5419134875.00,7368000000.00,8763219645.00,8985352832.00,9694169757.00,10150978155.00,11901911988.00,13680482787.00,13200286270.00,14798716216.00,13852192273.00,14072135209.00,15717858487.00
Japan,JPN,44307342950.00,81749006382.00,147000000000.00,318000000000.00,586000000000.00,1110000000000.00,1320000000000.00,3070000000000.00,3910000000000.00,4910000000000.00,4830000000000.00,4030000000000.00,4890000000000.00,4120000000000.00,4820000000000.00,4530000000000.00,5040000000000.00,5700000000000.00,6200000000000.00,4850000000000.00,4930000000000.00,4970000000000.00
Jordan,JOR,..,..,561187342.50,788574629.00,1708734940.00,3910036925.00,4966710013.00,6277197435.00,5311329067.00,6237739516.00,6928359238.00,7912327362.00,8460424401.00,9582453032.00,11411390409.00,15056929760.00,22218617772.00,26551480959.00,30966149506.00,36104372355.00,39252468265.00,42290832158.00
Kazakhstan,KAZ,..,..,..,..,..,..,..,..,24906939560.00,21250839258.00,21035357833.00,22135245413.00,18291990619.00,24636593223.00,43151647003.00,81003884545.00,133000000000.00,148000000000.00,208000000000.00,221000000000.00,137000000000.00,171000000000.00
Kenya,KEN,791265458.80,998759333.60,1353295458.00,2107279157.00,3474542392.00,7265315332.00,6191437070.00,8355380879.00,8209129172.00,7148145376.00,12045858436.00,14093998844.00,12705357103.00,13147743911.00,16095337094.00,25825524821.00,35895153328.00,40000088347.00,50412754861.00,61448046802.00,69188755511.00,87908262520.00
Kiribati,KIR,..,..,..,18936526.95,41109617.50,38715554.54,41246160.60,42972107.20,47737955.35,54832577.86,66515376.79,65334841.06,67254174.40,72196457.68,102367039.30,110234939.80,141042610.30,156120895.20,190243321.60,179703443.30,178328873.00,188284518.80
"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,3957240261.00,3458565257.00,6117115489.00,10842220469.00,29779338843.00,64980820835.00,96597434180.00,197000000000.00,350000000000.00,456000000000.00,598000000000.00,374000000000.00,562000000000.00,609000000000.00,765000000000.00,1010000000000.00,1000000000000.00,1090000000000.00,1220000000000.00,1410000000000.00,1410000000000.00,1620000000000.00
Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,1849196082.00,2406270658.00,3556757429.00,3846819721.00,5687417607.00,5830463576.00,6499935757.00,7386891336.00,6714712389.00,7900268736.00
Kuwait,KWT,..,..,2663119574.00,4451200973.00,13131668947.00,28638550499.00,21697297872.00,20692472760.00,19858555215.00,24848483838.00,31493987642.00,25941929462.00,37711864407.00,38137545245.00,59440108585.00,102000000000.00,147000000000.00,115000000000.00,174000000000.00,163000000000.00,109000000000.00,142000000000.00
Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,2316562500.00,1681006993.00,1827570586.00,1645963750.00,1369692689.00,1605640974.00,2211534585.00,2834168889.00,5139957785.00,4794357795.00,6605139933.00,7468096567.00,6813092066.00,8092836609.00
Lao PDR,LAO,..,..,..,..,..,..,1757142806.00,598961269.30,1127806945.00,1543606345.00,1873671550.00,1280177839.00,1731198022.00,1758176653.00,2366398120.00,3452882514.00,5443915121.00,7127792630.00,10191350120.00,13268458232.00,15805707154.00,18130724396.00
Latvia,LVA,..,..,..,..,..,..,..,..,..,..,5970044666.00,7174985107.00,7937758980.00,9546441564.00,14373269156.00,21447021570.00,35596016664.00,23757368290.00,28119996053.00,31335013752.00,27695474684.00,34849078086.00
Lebanon,LBN,..,..,..,..,..,..,..,3313540068.00,5843579161.00,9599127050.00,13690217333.00,17247179006.00,17260364842.00,19152238806.00,21145518600.00,22048664306.00,29227542760.00,38419626534.00,44230727695.00,48296099502.00,51239050083.00,56639155556.00
Lesotho,LSO,34579308.41,51938961.22,61444771.10,80915831.92,147654093.80,431561376.50,333158476.20,470389179.70,831033941.10,878250450.60,946123275.90,928458206.00,887295267.90,775780697.70,1511236656.00,1800105590.00,1758534995.00,2361613520.00,2678475773.00,2614566292.00,2323419617.00,2791762880.00
Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,874000000.00,927000000.00,897000000.00,1119000000.00,1726000000.00,1998000000.00,2721000000.00,3144000000.00,3277826000.00,3249000000.00
Libya,LBY,..,..,..,..,..,..,..,..,33881392045.00,28607921929.00,27884615385.00,27249786142.00,38270206950.00,20481889764.00,33122307692.00,54961936663.00,87140405361.00,74773444901.00,81873662519.00,41142722414.00,26221660068.00,48319620013.00
Liechtenstein,LIE,..,..,..,124941925.00,272493879.00,534701915.60,502617355.40,1161757671.00,1631197909.00,1948118228.00,2504033252.00,2479721341.00,2483953103.00,2688630823.00,3454362686.00,4000239273.00,5081432924.00,5082366478.00,5456009385.00,6657170923.00,6214633651.00,..
Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,8385109020.00,11240360898.00,11539211480.00,14278357284.00,22649930576.00,30216060233.00,47850551149.00,37120517694.00,42848195256.00,48516371721.00,42973365745.00,53251369047.00
Luxembourg,LUX,703925705.90,903158753.90,1066447131.00,1968733022.00,3544268025.00,6232005656.00,4594891581.00,9750161053.00,16065740778.00,18325791415.00,21776609772.00,20209122027.00,21263514833.00,23616328816.00,34685281848.00,42414308117.00,55849686539.00,53212476812.00,56677961787.00,66103853237.00,58961235412.00,69487922619.00
"Macao SAR, China",MAC,..,..,..,..,..,..,1292281654.00,2269233639.00,4879018602.00,6265844252.00,7122539667.00,6742367273.00,6720492406.00,7322677820.00,10585624891.00,14789661809.00,20917444920.00,28123640999.00,43031577366.00,55347998648.00,45322259884.00,54545184268.00
Madagascar,MDG,673081724.10,802482182.90,1031669636.00,1341590682.00,2181844194.00,4042139901.00,2939485472.00,2442507588.00,3024459564.00,2977040722.00,3995028593.00,3738704468.00,3877673539.00,4397254608.00,4363934494.00,5515884349.00,9413002921.00,8729936136.00,9919780071.00,10673516673.00,9958655045.00,12100459087.00
Malawi,MWI,162956740.90,194736105.30,245169806.80,406062874.30,670317634.20,1237655461.00,1208008985.00,1379924257.00,1799517082.00,1181802596.00,2281034131.00,1750584265.00,1743506531.00,3495748398.00,3476094499.00,3998020177.00,5321012192.00,6959655571.00,6028487929.00,6047813437.00,5433040160.00,7064971176.00
Malaysia,MYS,1916241997.00,2674441396.00,3330393310.00,5043268549.00,11050125905.00,24488033442.00,33943505718.00,35271880250.00,59167157498.00,74477975918.00,101000000000.00,72167753771.00,93789736842.00,101000000000.00,125000000000.00,163000000000.00,231000000000.00,255000000000.00,314000000000.00,338000000000.00,297000000000.00,354000000000.00
Maldives,MDV,..,..,..,..,..,42463576.16,109503546.10,168610478.40,284853358.60,355884383.10,450382328.00,540096397.60,624337145.30,897031250.00,1226829563.00,1575200391.00,2271646188.00,2588176055.00,2886170572.00,3697351597.00,4414055725.00,5272288443.00
Mali,MLI,..,..,343771964.70,486617332.40,939227993.70,1759690812.00,1232932008.00,2169040742.00,2830673389.00,2081846483.00,2780422212.00,2920358587.00,2954129566.00,3889758024.00,5444474268.00,6899799786.00,9750822511.00,10678749467.00,12442747897.00,14345828992.00,14010787738.00,17196688920.00
Malta,MLT,..,..,..,295118249.30,527936988.80,1250242108.00,1101828569.00,2019474244.00,3021910217.00,2998570147.00,3570271558.00,3923637971.00,4306192436.00,4689832690.00,6062780269.00,6757119558.00,8977149553.00,8741059603.00,9211948091.00,11281702720.00,11442612409.00,14542039605.00
Marshall Islands,MHL,..,..,..,..,..,..,45144000.00,70688000.00,91063000.00,108071000.00,110858000.00,108702100.00,110937700.00,124735100.00,131334600.00,143930000.00,152788700.00,164969100.00,185210500.00,183121300.00,194497900.00,211523642.40
Mauritania,MRT,92609243.69,151897202.50,210695182.70,265009396.70,524407949.90,709041462.20,726937308.90,957377548.50,1464392416.00,1315932645.00,1442598431.00,1375115534.00,1293654175.00,1324426607.00,1833444740.00,3040716679.00,4031048268.00,4337794151.00,5231255478.00,5372783880.00,4727937032.00,5365868725.00
Mauritius,MUS,..,..,..,..,704033525.40,1131788192.00,1040557089.00,2134517068.00,3224267548.00,3558137040.00,4421943910.00,4169664285.00,4663313618.00,4841310239.00,6578844487.00,7028803366.00,9990370016.00,10003670690.00,11668685524.00,12803445934.00,12232463656.00,14220348673.00
Mexico,MEX,13040000000.00,20080000000.00,29360000000.00,45200000000.00,89025974026.00,205000000000.00,184000000000.00,182000000000.00,363000000000.00,528000000000.00,411000000000.00,527000000000.00,708000000000.00,772000000000.00,782000000000.00,975000000000.00,1110000000000.00,1060000000000.00,1200000000000.00,1310000000000.00,1080000000000.00,1220000000000.00
"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,124700000.00,178100000.00,202500000.00,218845700.00,219646200.00,233226300.00,241543400.00,240097000.00,253372300.00,262868600.00,296525300.00,326128700.00,317999400.00,329895600.00,344501760.00
Moldova,MDA,..,..,..,..,..,..,..,..,..,..,1695122174.00,1698717505.00,1288429392.00,1661818168.00,2598231467.00,3408272498.00,6054806101.00,6974960345.00,8709165249.00,9510219299.00,8071480541.00,11309082555.00
Monaco,MCO,..,..,..,402460333.20,735339911.90,1378130996.00,1037314956.00,2000674667.00,2737067002.00,2720297793.00,3137848801.00,2934578821.00,2647883816.00,2905840862.00,4110169853.00,4582988333.00,6476490406.00,5362649007.00,5743029680.00,7060236168.00,6468252212.00,..
Mongolia,MNG,..,..,..,..,..,..,2098734600.00,3204461567.00,1317611864.00,925817092.20,1345719472.00,1124440249.00,1136896124.00,1396555720.00,1992066808.00,3414055566.00,5623216449.00,7189481824.00,12292770631.00,12226514722.00,11186734674.00,13009574621.00
Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,984297589.40,1284685051.00,2073234418.00,2721903149.00,4545674528.00,4139192053.00,4087725813.00,4587928884.00,4374128319.00,5452173041.00
Morocco,MAR,2037150716.00,2798339769.00,3271415868.00,5074117545.00,9584323309.00,21728770055.00,14824728528.00,25705296184.00,33711069431.00,35604137423.00,43161452678.00,41806219379.00,38857251336.00,42236836821.00,59626020162.00,68640825481.00,92507257784.00,93216746662.00,98266306615.00,110000000000.00,103000000000.00,118000000000.00
Mozambique,MOZ,..,..,..,..,..,3526287037.00,3376172170.00,2093571674.00,2291175765.00,2460670288.00,3523842275.00,4873242526.00,5016469069.00,5031510909.00,6831808930.00,8312078525.00,11494837053.00,10154238250.00,15265269711.00,16961117243.00,10896894351.00,14457964381.00
Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,8905066164.00,6777632512.00,10567354056.00,14502553710.00,31862554102.00,49540813342.00,59937797559.00,65446199788.00,63256184700.00,71214803378.00
Namibia,NAM,..,..,..,..,..,2422096075.00,1947967886.00,2491412336.00,3424733520.00,3636645995.00,3945340776.00,3826527631.00,3833993703.00,3275669889.00,6480441754.00,7835043624.00,8486721917.00,11282192605.00,13016272899.00,12786078008.00,11286139080.00,14521711630.00
Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39292928.31,49234059.72,103837431.90,117013202.30,102055047.90,114718022.80
Nepal,NPL,508334414.00,496098775.30,772228643.40,1024098805.00,1452792989.00,1945916583.00,2581207388.00,3487009748.00,3401211581.00,4066775510.00,4521580381.00,4856255044.00,5494252208.00,6050875807.00,7273938315.00,9043715356.00,12545438605.00,16002656434.00,18851513891.00,20002968838.00,21185922408.00,28812491892.00
Netherlands,NLD,12276734172.00,18699380731.00,27817605743.00,54706557264.00,109000000000.00,195000000000.00,144000000000.00,262000000000.00,363000000000.00,379000000000.00,450000000000.00,438000000000.00,416000000000.00,472000000000.00,657000000000.00,733000000000.00,948000000000.00,847000000000.00,839000000000.00,891000000000.00,784000000000.00,913000000000.00
New Caledonia,NCL,..,..,215507164.00,505892512.90,798310509.60,1182457143.00,796018978.50,2072735787.00,2923764926.00,3038727617.00,3606968434.00,3158806480.00,2682347064.00,..,..,..,..,..,..,..,..,..
New Zealand,NZL,5485854792.00,7274144351.00,5180597621.00,9567331065.00,13604832424.00,23244547385.00,21665975319.00,45176811594.00,41649829860.00,55314732279.00,70140835299.00,56227169851.00,52623281957.00,66627729311.00,104000000000.00,112000000000.00,133000000000.00,147000000000.00,176000000000.00,201000000000.00,188000000000.00,205000000000.00
Nicaragua,NIC,223854666.70,341973758.90,695899980.40,880842890.10,1847871372.00,2189347368.00,3105517091.00,2630904262.00,1792800000.00,3863185119.00,4308351903.00,4635267225.00,5107329007.00,5224213018.00,5795568205.00,6763671611.00,8496965842.00,8758622329.00,10532001130.00,11880438824.00,13286093197.00,13117859222.00
Niger,NER,449526872.60,582816358.30,641214210.70,742779740.40,1064517575.00,2508524186.00,1461243212.00,2280356338.00,2344987614.00,1563207225.00,1987770899.00,2076737357.00,1798374468.00,2170481509.00,3052898739.00,3646728060.00,5379299888.00,5718664505.00,6942258305.00,8229731384.00,7528285444.00,9239513530.00
Nigeria,NGA,4196092258.00,5552822484.00,5200895982.00,12274416018.00,36308883249.00,64201788123.00,73484359521.00,49648470440.00,47794925815.00,33833042988.00,51075815093.00,54604050168.00,69448756933.00,95385819321.00,136000000000.00,236000000000.00,337000000000.00,363000000000.00,459000000000.00,568000000000.00,405000000000.00,397000000000.00
North Macedonia,MKD,..,..,..,..,..,..,..,..,2436849342.00,3556581986.00,4651453634.00,3756208791.00,3772851420.00,4018365247.00,5682719260.00,6861222332.00,9909548411.00,9407168702.00,9745251126.00,11362272838.00,10672471861.00,12672131053.00
Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,1284000000.00,1210000000.00,990000000.00,939000000.00,799000000.00,751000000.00,845000000.00,1250000000.00,..
Norway,NOR,5163271598.00,7159202706.00,10159934137.00,17358610850.00,35942270686.00,64439382896.00,62057955033.00,102000000000.00,131000000000.00,127000000000.00,164000000000.00,154000000000.00,171000000000.00,195000000000.00,264000000000.00,345000000000.00,463000000000.00,429000000000.00,510000000000.00,499000000000.00,371000000000.00,435000000000.00
Oman,OMN,..,..,188864890.80,366857738.40,2560220035.00,5981760278.00,8821366532.00,8386215865.00,12452275683.00,12918855657.00,15277763329.00,14085373212.00,19507412224.00,20142782835.00,24763589077.00,37215864759.00,60905331599.00,58642392718.00,76689206762.00,81076723017.00,65941482445.00,79294928479.00
Pakistan,PAK,3707055901.00,5130407728.00,8090088555.00,9309109764.00,13338484980.00,23689696768.00,31151824659.00,38472741737.00,48635176853.00,51894781282.00,63320122807.00,62191955814.00,73952374970.00,72306820396.00,97977766198.00,137000000000.00,170000000000.00,177000000000.00,224000000000.00,244000000000.00,279000000000.00,313000000000.00
Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,144759500.00,161950700.00,164163200.00,188037700.00,196859300.00,182863000.00,214648500.00,245675100.00,303984500.00,310111145.00
Panama,PAN,537147100.00,776137500.00,1112791100.00,1673411700.00,2588106000.00,4614086400.00,6183387100.00,5902783400.00,8042337700.00,9365289800.00,9870494000.00,11575486400.00,12304115000.00,12994310400.00,15013381700.00,18141666300.00,25155888600.00,29440300000.00,40429700000.00,49921500000.00,57957600000.00,65055100000.00
Papua New Guinea,PNG,230496033.00,305312043.70,485160824.30,858802035.90,1511856584.00,2545983008.00,2552526263.00,3655979702.00,4377980510.00,5502786070.00,5155311077.00,3789443015.00,3521339699.00,2999511040.00,3927157867.00,8306343442.00,11670678864.00,14250726290.00,21295834133.00,23210611847.00,20759048835.00,23431596214.00
Paraguay,PRY,..,..,517650793.70,769039682.50,1698960317.00,4448087302.00,4502462807.00,4255683528.00,7157424031.00,7870982005.00,9788391781.00,9260481572.00,8855705140.00,7196260657.00,9624440836.00,13429430050.00,24578067861.00,27215968616.00,33283228891.00,40276532541.00,36054281572.00,40842341774.00
Peru,PER,2571908062.00,4356913870.00,5736083835.00,9189413409.00,15947709380.00,18134029180.00,17599660054.00,15439408447.00,36139225288.00,44882079767.00,55252414130.00,55501467877.00,51744749133.00,54777553515.00,66768703498.00,88643193062.00,121000000000.00,148000000000.00,193000000000.00,201000000000.00,192000000000.00,222000000000.00
Philippines,PHL,6684568805.00,5271404668.00,7591603053.00,8017468688.00,17097563270.00,32450541843.00,31408492877.00,37885440419.00,52976344929.00,64084460124.00,82848140618.00,72207028768.00,81026300310.00,81357605642.00,91371242495.00,122000000000.00,174000000000.00,200000000000.00,250000000000.00,285000000000.00,305000000000.00,331000000000.00
Poland,POL,..,..,..,..,..,..,..,..,94337050693.00,111000000000.00,160000000000.00,174000000000.00,172000000000.00,199000000000.00,255000000000.00,345000000000.00,534000000000.00,479000000000.00,500000000000.00,545000000000.00,472000000000.00,586000000000.00
Portugal,PRT,3193200404.00,4235608178.00,6354262628.00,11240223128.00,20334835544.00,32899759311.00,25220451794.00,56352797354.00,108000000000.00,99698453261.00,123000000000.00,124000000000.00,118000000000.00,134000000000.00,189000000000.00,209000000000.00,262000000000.00,238000000000.00,216000000000.00,230000000000.00,206000000000.00,238000000000.00
Puerto Rico,PRI,1691900000.00,2570500000.00,3941700000.00,6328900000.00,8968600000.00,14436100000.00,19162600000.00,26385800000.00,34630430000.00,39690630000.00,45340835000.00,54086400000.00,61701800000.00,71623500000.00,80322313000.00,87276164400.00,93639300000.00,98381300000.00,102000000000.00,102000000000.00,104000000000.00,101000000000.00
Qatar,QAT,..,..,..,510259940.70,3284301332.00,7829094613.00,6704395824.00,6038187033.00,7646153984.00,7374450769.00,9059340385.00,10255495027.00,17759890110.00,19363736264.00,31734065934.00,60882142857.00,115000000000.00,125000000000.00,187000000000.00,206000000000.00,152000000000.00,192000000000.00
Romania,ROU,..,..,..,..,..,..,..,40809523810.00,25121666667.00,30074440483.00,36937074278.00,41694118973.00,37253259017.00,46066101951.00,74972669057.00,122000000000.00,214000000000.00,166000000000.00,171000000000.00,200000000000.00,188000000000.00,240000000000.00
Russian Federation,RUS,..,..,..,..,..,..,..,555000000000.00,460000000000.00,395000000000.00,392000000000.00,271000000000.00,260000000000.00,345000000000.00,591000000000.00,990000000000.00,1660000000000.00,1520000000000.00,2210000000000.00,2060000000000.00,1280000000000.00,1660000000000.00
Rwanda,RWA,119000024.00,129999994.00,172200018.00,246457838.30,637754162.10,1254765350.00,1587412957.00,2395493878.00,2029026704.00,753636370.50,1382334879.00,1989343495.00,1813938653.00,1749314001.00,2174623213.00,3116128156.00,4867560259.00,5783152633.00,7334917697.00,8016591928.00,8475681533.00,9509003197.00
Samoa,WSM,..,..,..,..,..,..,109200934.30,133016065.40,132303041.40,221098106.50,249908970.70,269481523.20,269019710.30,288078881.40,420320176.40,508503671.30,644132488.90,643046733.40,801168622.30,805162576.40,786640012.20,861494700.70
San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,1101897918.00,1253529080.00,1877328036.00,2092585623.00,2752307016.00,2139072848.00,1800077091.00,1788510017.00,1564380531.00,..
Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,85171074.21,114582285.80,142775106.80,188021168.80,197454052.10,252560556.00,348941656.40,347545391.80,422296762.30
Saudi Arabia,SAU,..,..,4187777711.00,9664157499.00,64005665722.00,165000000000.00,120000000000.00,88256074766.00,137000000000.00,135000000000.00,159000000000.00,147000000000.00,190000000000.00,190000000000.00,259000000000.00,377000000000.00,520000000000.00,528000000000.00,736000000000.00,756000000000.00,645000000000.00,782000000000.00
Senegal,SEN,1003692375.00,1188930568.00,1309384830.00,1620857277.00,2869777812.00,4435050397.00,3425127373.00,6311054901.00,7602005274.00,4908415369.00,6413189839.00,6368265194.00,5924239701.00,6752510283.00,10167441854.00,11847848225.00,16949789465.00,16215069256.00,17825417949.00,19770840286.00,19027392876.00,24129599552.00
Serbia,SRB,..,..,..,..,..,..,..,..,..,..,20948677840.00,18284194680.00,6540245607.00,16116843146.00,24861484994.00,32482070360.00,52194221469.00,41819468692.00,43309252921.00,47062205547.00,40630392019.00,50508366850.00
Seychelles,SYC,12012025.25,15393032.35,16074027.35,30645121.01,49278979.55,147357222.80,151313242.00,283828769.00,433667193.80,486451204.60,503068472.20,608369282.20,614879764.80,697518248.20,839319927.30,1016418229.00,967199594.00,969936525.30,1060226126.00,1343007845.00,1427524565.00,1590180446.00
Sierra Leone,SLE,322009471.60,371848114.70,329860091.90,465381090.00,594895672.30,1100685845.00,1087471862.00,1055083945.00,679997997.60,911915970.70,941742152.70,672375927.30,635874002.20,1253340520.00,1448536631.00,1885112202.00,2505458705.00,2578026297.00,3801862611.00,5015157816.00,3674794530.00,3999945202.00
Singapore,SGP,704756304.70,894159153.30,1425715406.00,2721440981.00,6327077974.00,11896256783.00,19749361098.00,25371462488.00,52130263966.00,73690847191.00,96295886525.00,85728310229.00,96074477958.00,92537752709.00,115000000000.00,149000000000.00,194000000000.00,240000000000.00,295000000000.00,315000000000.00,318000000000.00,364000000000.00
Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,..,..,..,..,..,..,..,..,15431288006.00,20079363626.00,27821913815.00,29828899206.00,29114875622.00,35083608131.00,57240535138.00,70596729394.00,100000000000.00,89501012916.00,93413992956.00,101000000000.00,89848359305.00,106000000000.00
Slovenia,SVN,..,..,..,..,..,..,..,..,13052481427.00,14993821209.00,21480023017.00,22125435372.00,20342201356.00,23563576758.00,34470227454.00,39587732029.00,55589849128.00,48013606745.00,46352802766.00,49889553216.00,44641210338.00,54235484383.00
Solomon Islands,SLB,..,..,28084252.76,40606712.05,83099107.91,168715353.10,252806783.40,310684273.70,378778047.20,464756638.50,565163750.60,471177008.10,435103853.50,341661643.60,375111894.90,456705434.00,608229326.70,681151190.00,1063879451.00,1172268296.00,1232699140.00,1411904531.00
Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6562208806.00,6839998517.00,7484000000.00
South Africa,ZAF,7575248495.00,10373792524.00,14894302114.00,21358137115.00,36601885925.00,82984078069.00,87880468269.00,118000000000.00,135000000000.00,140000000000.00,148000000000.00,138000000000.00,136000000000.00,115000000000.00,229000000000.00,272000000000.00,287000000000.00,375000000000.00,396000000000.00,351000000000.00,296000000000.00,366000000000.00
South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15550136279.00,15727363443.00,10368813559.00,13282033898.00,3070885014.00,..
Spain,ESP,12072126075.00,21343844644.00,31475548481.00,58971806627.00,118000000000.00,232000000000.00,172000000000.00,375000000000.00,629000000000.00,529000000000.00,641000000000.00,617000000000.00,595000000000.00,705000000000.00,1070000000000.00,1260000000000.00,1640000000000.00,1430000000000.00,1340000000000.00,1380000000000.00,1240000000000.00,1430000000000.00
Sri Lanka,LKA,1409873950.00,1309747899.00,1801344538.00,2553936348.00,3591319857.00,4024621900.00,6043474843.00,6978371581.00,9703011636.00,11717604209.00,13897738375.00,15794972847.00,16330814180.00,16536535647.00,20662525941.00,28279814925.00,40713812310.00,56725749222.00,68434409315.00,79356449841.00,82401038710.00,88900770858.00
St. Kitts and Nevis,KNA,12366563.61,13416554.86,14600000.00,22944849.12,30095602.29,68459214.07,98603924.81,172692174.40,242135418.10,295157658.10,333946095.60,383257144.90,433520494.90,497328946.70,529250459.30,657227386.70,793368441.00,766785071.20,800392821.20,916857359.50,958973183.20,1039875050.00
St. Lucia,LCA,..,..,..,..,..,154461345.20,229371734.10,384376809.60,602911074.10,638422518.50,705672777.80,784752481.50,834327296.30,805069148.10,954317407.40,1134567222.00,1286720333.00,1399203481.00,1437879370.00,1542406296.00,1688244704.00,1876189778.00
St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,13066557.78,14758210.35,15350000.00,27585488.99,32792480.97,82340339.63,135024987.80,200726712.60,277954111.10,289438481.50,331489703.70,373619851.90,396261370.40,461883444.40,521975111.10,610930037.00,695428851.90,681225963.00,692933740.70,727714407.10,770762204.10,813093984.10
Sudan,SDN,1307333333.00,1611333333.00,1947333333.00,2882000000.00,6979333333.00,7459833333.00,9701357143.00,15399166667.00,7034219713.00,12794192334.00,9018243044.00,11250327988.00,12257418326.00,14803189093.00,21457470203.00,35822408612.00,54526580232.00,65634109237.00,68125631150.00,82151588419.00,95558220777.00,40851536134.00
Suriname,SUR,99650000.00,134400000.00,241350000.00,311950000.00,505500000.00,795000000.00,864000000.00,1161000000.00,404600000.00,605492537.30,861411471.30,1110850000.00,947671969.70,1093574468.00,1484092538.00,2626493057.00,3532961749.00,4368398048.00,4980000000.00,5240606061.00,3167164371.00,3427269682.00
Sweden,SWE,14842870293.00,21137242561.00,29143383491.00,48317904775.00,88200661976.00,140000000000.00,108000000000.00,204000000000.00,281000000000.00,226000000000.00,288000000000.00,267000000000.00,260000000000.00,264000000000.00,382000000000.00,421000000000.00,515000000000.00,489000000000.00,544000000000.00,574000000000.00,512000000000.00,551000000000.00
Switzerland,CHE,9522746719.00,14480556572.00,18942729779.00,35777236928.00,66493313570.00,119000000000.00,106000000000.00,209000000000.00,272000000000.00,293000000000.00,330000000000.00,295000000000.00,272000000000.00,301000000000.00,394000000000.00,431000000000.00,554000000000.00,584000000000.00,668000000000.00,709000000000.00,670000000000.00,706000000000.00
Syrian Arab Republic,SYR,857704431.70,1339494290.00,1753746370.00,3059682162.00,7633528921.00,13062421025.00,17503082982.00,10577042355.00,13253565899.00,10122020000.00,13789560878.00,15200846138.00,19325894913.00,21582248882.00,25086930693.00,33332844575.00,..,..,..,..,..,..
Tajikistan,TJK,..,..,..,..,..,..,..,..,1909246641.00,1522018436.00,1043654822.00,1320242081.00,860521119.30,1221120799.00,2076182461.00,2830220713.00,5161337336.00,5642178580.00,7633049792.00,9112544556.00,6952678127.00,7522947810.00
Tanzania,TZA,..,..,..,..,..,..,..,5100405772.00,4601413264.00,4510846968.00,6496195451.00,12270448700.00,13375976354.00,14142035080.00,16675948415.00,18649590248.00,27941177435.00,32014249841.00,39650530214.00,49964788814.00,49774021003.00,57437073927.00
Thailand,THA,2760747472.00,3889129942.00,6081009428.00,8177884553.00,16985211146.00,32353440727.00,41797592963.00,61667199835.00,111000000000.00,147000000000.00,183000000000.00,114000000000.00,126000000000.00,134000000000.00,173000000000.00,222000000000.00,291000000000.00,341000000000.00,398000000000.00,407000000000.00,412000000000.00,505000000000.00
Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,439646121.60,510677040.10,1078373729.00,2657842665.00,4391368105.00,3998961314.00,6661664575.00,4041636957.00,2503532102.00,2581000000.00
Togo,TGO,121128073.10,166104067.60,241956910.70,335677636.90,619375134.20,1136408814.00,718148959.60,1378847487.00,1692959110.00,982624324.50,1465448290.00,1587345951.00,1488185772.00,1698678686.00,2255942249.00,2349495621.00,3310277927.00,3426022206.00,3873529926.00,4568900620.00,4414908597.00,5300214337.00
