Country Name,Country Code,1960 [YR1960],1964 [YR1964],1968 [YR1968],1972 [YR1972],1976 [YR1976],1980 [YR1980],1984 [YR1984],1988 [YR1988],1992 [YR1992],1994 [YR1994],1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2006 [YR2006],2008 [YR2008],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018]
Oman,OMN,551740,608889,679595,776380,927436,1154377,1431070,1678110,1983275,2148419,2236654,2251864,2267973,2334858,2445517,2580758,2750963,3041434,3498029,4027260,4479219,4829483
Pakistan,PAK,44988690,49627623,55102684,61381987,68834326,78054343,89213706,101389603,113911126,120362762,127349290,134843233,142343578,149549700,156664697,164022627,171648986,179424641,187281475,195306825,203627284,212215030
Palau,PLW,9771,10799,11464,12340,12837,12179,13195,14402,15856,16717,17593,18410,19105,19637,19867,19540,18704,17955,17640,17626,17725,17907
Panama,PAN,1132997,1276331,1434669,1607796,1791380,1978487,2170325,2368551,2575954,2684116,2796291,2912316,3030328,3149188,3269356,3391666,3516204,3642687,3770624,3901315,4037078,4176873
Papua New Guinea,PNG,2255859,2434223,2656633,2918139,3219829,3571205,3975956,4399324,4836217,5065661,5314248,5581762,5847586,6098621,6354245,6646895,6976201,7310507,7631002,7946731,8271760,8606316
Paraguay,PRY,1903982,2115567,2351925,2597154,2861867,3181625,3571272,4001681,4445016,4666094,4887632,5107839,5323201,5531962,5730549,5913209,6081296,6248020,6421512,6599526,6777872,6956071
Peru,PER,10155015,11383373,12735486,14221961,15838572,17547610,19319746,21153459,22966818,23851408,24753824,25658062,26459944,27100968,27624213,28102056,28562317,29027674,29506788,30090359,30926032,31989256
Philippines,PHL,26269734,29958688,33795194,37923396,42446653,47357743,52827040,58795001,65020116,68180859,71401749,74672014,77991755,81365258,84710542,87888675,90901965,93966780,97212638,100513138,103663927,106651922
Poland,POL,29637450,31139450,32294655,33055650,34356300,35574150,36904134,37824487,38363667,38542652,38624370,38663481,38258629,38230364,38182222,38141267,38125759,38042794,38063164,38011735,37970087,37978548
Portugal,PRT,8857716,9035365,8836650,8630430,9355810,9766312,9996232,10019610,9952494,9991525,10063945,10160196,10289898,10419631,10483861,10522288,10558177,10573100,10514844,10401062,10325452,10281762
Puerto Rico,PRI,2358000,2554066,2662064,2817256,3043854,3206000,3344190,3473898,3585176,3649237,3724655,3781101,3810605,3823701,3826878,3805214,3760866,3721525,3634488,3534874,3406495,3195153
Qatar,QAT,47384,67566,93211,130500,173721,223632,341272,443605,495395,507041,522531,551562,592468,640868,753334,1022711,1436665,1856327,2196074,2459198,2654374,2781677
Romania,ROU,18406905,18919126,19799831,20657957,21551634,22242653,22655940,23057662,22794284,22730211,22619004,22507344,22442971,21730496,21451748,21193760,20537875,20246871,20058035,19908979,19702332,19473936
Russian Federation,RUS,119897000,125345000,128928000,131909000,135147000,139010000,142745000,146857000,148689000,148336000,148160042,147670692,146596557,145306046,144067054,143049528,142742350,142849449,143201676,143819666,144342396,144478050
Rwanda,RWA,2935582,3164263,3529843,3987224,4506109,5153312,5902843,7088191,6702244,5936261,6013107,6962802,7933681,8427060,8680524,9043337,9524534,10039338,10549678,11083635,11668818,12301939
Samoa,WSM,108629,123342,137487,147296,152367,155525,159248,161376,165490,168694,171165,172839,174454,176407,178590,180876,183263,185949,189088,192221,194535,196130
San Marino,SMR,15432,17099,18668,19494,20083,21459,22549,23551,24822,25582,26252,26840,27462,28175,28940,29700,30434,31229,32105,32948,33504,33785
Sao Tome and Principe,STP,64302,64277,70257,77934,85481,95794,102829,113285,124576,129427,133806,137848,142262,147447,153737,161681,171120,180371,188404,195727,203227,211028
Saudi Arabia,SAU,4086539,4677298,5387828,6392970,7802926,9691476,12418834,15070082,17282691,18214470,19033845,19783304,20663843,21805313,23132682,24498310,25888541,27421461,29155187,30916994,32442572,33699947
Senegal,SEN,3206749,3580239,4014103,4522893,5057378,5583165,6277424,7086627,7990096,8461068,8912861,9347774,9797734,10283699,10810083,11382268,12004701,12678148,13401991,14174731,14993528,15854360
Serbia,SRB,..,..,..,..,..,..,..,..,7646424,7734639,7617794,7567745,7516346,7496522,7463157,7411569,7350222,7291436,7199077,7130576,7058322,6982084
Seychelles,SYC,41700,46322,51134,56029,60504,63261,64717,68755,70763,74205,76417,78846,81131,83723,82475,84600,86956,89770,88303,91359,94677,96762
Sierra Leone,SLE,2317636,2466667,2644020,2854872,3102592,3388495,3707510,4156634,4347724,4309775,4312666,4381483,4584571,4965766,5433991,5829237,6133603,6415634,6712581,7017144,7328838,7650154
Singapore,SGP,1646400,1841600,2012000,2152400,2293300,2413945,2732221,2846108,3230698,3419048,3670704,3927213,4027887,4175950,4166664,4401365,4839396,5076732,5312437,5469724,5607283,5638676
Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,31240,30519,30777,32488,33441,33964,34056,34640,37685,39969,40654
Slovak Republic,SVK,4068095,4327341,4483915,4596622,4789507,4979815,5127097,5250596,5305016,5346331,5373361,5390516,5388720,5376912,5372280,5373054,5379233,5391428,5407579,5418649,5430798,5447011
Slovenia,SVN,1584720,1632114,1704546,1752233,1820249,1901315,1932154,1995196,1996498,1989443,1988628,1981629,1988925,1994530,1997012,2006868,2021316,2048583,2057159,2061980,2065042,2067372
Solomon Islands,SLB,117849,132759,149881,172552,200599,230546,262687,294972,329995,349281,369523,390693,412660,435432,458539,481078,503360,527861,556064,587079,619437,652858
Somalia,SOM,2755972,3001158,3312742,3479790,4278973,6281134,6614715,7005234,7295384,7372598,7682686,8235064,8872254,9501342,10130243,10763905,11397188,12043883,12715510,13423576,14185613,15008154
South Africa,ZAF,17099840,18896307,20942145,23281508,25836888,28556769,31841593,35100909,38672607,40564059,42241011,43682260,44967708,46150913,47291610,48489459,49779471,51216964,52834005,54545991,56203654,57779622
South Sudan,SSD,2842724,3069739,3340422,3661440,4041791,4502604,5096482,5485282,5305457,5111365,5221926,5661942,6199394,6688226,7213351,7907406,8736939,9508364,10113647,10554883,10832512,10975920
Spain,ESP,30455000,31609195,33113134,34604469,36137812,37491165,38330364,38766939,39157685,39549108,39889852,40223509,40567864,41431558,42921895,44397319,45954106,46576897,46773055,46480882,46483569,46723749
Sri Lanka,LKA,9874476,10849975,11937600,13002231,14012899,15035834,15948487,16878189,17736821,18094477,18367288,18564599,18777601,19062482,19387153,19695972,19983984,20261737,20425000,20778000,21203000,21670000
St. Kitts and Nevis,KNA,51195,49931,46397,44320,44143,43205,42199,40641,40697,41617,42475,43221,44074,45165,46324,47339,48185,49016,49887,50774,51625,52441
St. Lucia,LCA,89697,94636,101035,106310,111067,117822,124292,133367,141760,145083,148834,153021,156729,159392,161816,165381,170011,174085,176646,178296,180024,181889
St. Martin (French part),MAF,3893,4308,5193,6156,7246,8771,9061,24378,31811,28484,26849,27392,28935,30910,33186,35237,36885,37582,37009,36015,36065,37264
St. Vincent and the Grenadines,VCT,80977,85111,88662,92513,96692,100566,103779,106532,107950,108053,107976,107801,107784,108097,108512,108603,108393,108255,108435,108861,109459,110210
Sudan,SDN,7544491,8503994,9639840,10974622,12578407,14507468,16657959,18867560,21696244,23338464,24782383,26015521,27275015,28704778,30214193,31661823,33060837,34545013,36193783,37977655,39847440,41801533
Suriname,SUR,287871,320270,356550,367907,357953,359519,364733,388881,420655,435105,448213,459831,470949,482235,493679,505295,517123,529131,541245,553273,564888,575991
Sweden,SWE,7484656,7661354,7912273,8122300,8222286,8310531,8336605,8436489,8668067,8780745,8840998,8850974,8872109,8924958,8993531,9080505,9219637,9378126,9519374,9696110,9923085,10183175
Switzerland,CHE,5327827,5789228,6067714,6260956,6302504,6319408,6441865,6593386,6875364,6993795,7071850,7110001,7184250,7284753,7389625,7483934,7647675,7824909,7996861,8188649,8373338,8516543
Syrian Arab Republic,SYR,4573512,5200336,5935860,6800141,7794662,8930774,10293049,11719071,13187663,13950476,14754142,15599591,16410848,17084632,17827825,19059258,20664038,21362529,20442541,18715672,17453933,16906283
Tajikistan,TJK,2087049,2402477,2750928,3111282,3487652,3905446,4397562,5001169,5502494,5679167,5851355,6027388,6216341,6426867,6662389,6922587,7209930,7527394,7874835,8252833,8663579,9100837
Tanzania,TZA,10052152,11295681,12725522,14428340,16390159,18538259,20981776,23670808,26961197,28792639,30444526,31924196,33499180,35334788,37379767,39548663,41853944,44346525,47052481,49959822,53050790,56318348
Thailand,THA,27397207,30881138,34791409,39058603,43377271,47374472,51094868,54891520,57811021,58875269,60130186,61585103,62952642,64069087,64995299,65812536,66530984,67195028,67835957,68438730,68971331,69428524
Timor-Leste,TLS,474532,510034,548825,600192,627251,599905,641844,701809,783198,827825,855362,866530,884366,922694,971893,1016432,1055431,1093523,1132994,1174331,1219288,1267972
Togo,TGO,1580513,1662073,1945780,2247582,2464423,2720839,3140846,3577468,3945905,4120616,4348805,4632446,4924402,5197031,5467766,5762880,6083420,6421679,6773807,7137997,7509952,7889094
Tonga,TON,61577,71741,81079,86323,89234,92971,93788,94591,95399,95739,96273,97032,97973,99022,100218,101706,103379,103986,102737,101028,101133,103197
Trinidad and Tobago,TTO,847979,902613,930795,968136,1025107,1084744,1155074,1204153,1236683,1249520,1257549,1261695,1267153,1277213,1290123,1302561,1314443,1328147,1344817,1362342,1377564,1389858
Tunisia,TUN,4178236,4461114,4845219,5291338,5786478,6374039,7135270,7880332,8613861,8967916,9267340,9509857,9708350,9871251,10022277,10201214,10414433,10635244,10847002,11063201,11303946,11565204
Turkey,TUR,27472345,30244261,33256464,36587261,40189567,43975971,48114155,52053765,55748948,57564204,59423282,61329676,63240194,65145367,67010930,68756810,70418604,72326988,74653016,77231907,79821724,82319724
Turkmenistan,TKM,1603258,1833064,2071790,2324015,2594313,2876808,3166221,3493895,3899843,4115102,4287346,4413479,4516133,4610005,4703401,4810109,4935767,5087213,5267900,5466328,5662372,5850908
Turks and Caicos Islands,TCA,5824,5848,5744,6157,7015,7888,9556,11093,13632,15407,16926,18232,20164,23232,26700,29391,31202,32660,34066,35369,36559,37665
Tuvalu,TUV,5323,5356,5597,5790,6323,7637,8115,8637,9112,9252,9323,9332,9394,9596,9869,10120,10314,10530,10739,10972,11225,11508
Uganda,UGA,6767095,7719104,8841153,9929636,11042974,12442334,14082875,16180124,18561674,19793541,21032821,22290780,23650172,25167257,26821297,28571475,30431736,32428167,34559168,36912148,39647506,42723139
Ukraine,UKR,42664652,44796964,46411810,47783005,49032729,49965874,50754000,51521000,52150266,51921041,51057189,50143939,49175848,48202500,47451600,46787750,46258200,45870700,45593300,45271947,45004645,44622516
United Arab Emirates,ARE,92418,138039,182627,330974,637922,1019509,1293971,1627066,2052891,2294385,2539126,2813214,3134062,3478777,4068570,5300174,7089487,8549988,9141596,9214175,9360980,9630959
United Kingdom,GBR,52400000,54000000,55211700,56086065,56211968,56314216,56422072,56928327,57580402,57865745,58166950,58487141,58892514,59370479,59987905,60846820,61806995,62766365,63700300,64613160,65595565,66488991
United States,USA,180671000,191889000,200706000,209896000,218035000,227225000,235825000,244499000,256514000,263126000,269394000,275854000,282162411,287625193,292805298,298379912,304093966,309326085,313874218,318386421,323071342,327167434
Uruguay,URY,2538643,2665388,2774759,2821461,2841372,2915389,2992246,3068705,3154464,3201151,3247381,3291053,3319736,3326040,3321476,3325401,3340221,3359275,3378974,3400434,3424132,3449299
Uzbekistan,UZB,8526300,9762816,11294672,12796980,14242769,15898757,17615040,19443887,21449000,22377000,23225000,24051000,24650400,25271850,25864350,26488250,27302800,28562400,29774500,30757700,31847900,32955400
Vanuatu,VUT,63689,72115,80657,90809,103006,115597,127049,139315,155170,164129,171722,177987,184972,193920,204127,214370,224704,236211,249499,263888,278330,292680
"Venezuela, RB",VEN,8141841,9369096,10702291,12097694,13572208,15182611,16876703,18698847,20557683,21474549,22385650,23288564,24192446,25100408,25996594,26850194,27635832,28439940,29362449,30045134,29846179,28870195
Vietnam,VNM,32670039,36779999,41193601,45548479,49785282,54281846,59512619,65120439,70883481,73651218,76068743,78115710,79910412,81534407,83062821,84617540,86243413,87967651,89802487,91714595,93638724,95540395
Virgin Islands (U.S.),VIR,32500,40800,55700,76319,96166,99636,100600,100952,105712,107318,108095,108537,108642,108510,108467,108371,108399,108358,108191,107884,107510,106977
West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,2163591,2366298,2587997,2776568,2922153,3075373,3236626,3406334,3591977,3786161,3979998,4173398,4367088,4569087
"Yemen, Rep.",YEM,5315355,5641597,6001852,6390574,6967941,7941898,9213084,10730862,12954155,14297613,15469274,16450310,17409072,18443691,19540098,20687646,21892146,23154855,24473178,25823485,27168210,28498687
Zambia,ZMB,3070776,3463213,3918872,4466174,5112823,5851825,6701540,7598275,8451347,8869740,9339733,9866476,10415944,10971698,11550642,12173514,12848530,13605984,14465121,15399753,16363507,17351822
Zimbabwe,ZWE,3776681,4322861,4941906,5673911,6502569,7408624,8562249,9849125,10900502,11261744,11541217,11747072,11881477,11954290,12019912,12155491,12379549,12697723,13115131,13586681,14030390,14439018
Arab World,ARB,92197753,102832760,115136178,128598734,144453278,164420785,186035305,208889682,232956352,245449409,259000953,270575803,282344154,294665185,307862843,322452754,338395961,354890042,371443547,387907748,404024433,419790588
Caribbean small states,CSS,4194710,4508198,4773902,5012612,5246563,5482206,5751543,5930179,6112815,6227335,6331280,6423827,6513485,6604965,6696953,6788123,6878978,6973206,7072665,7173435,7269386,7358965
Central Europe and the Baltics,CEB,91401764,94715795,97884022,100357161,103776068,106576687,108853466,110686740,110111454,110021594,109626194,109238340,108447824,106959751,106331716,105772481,105001883,104421447,103935318,103496179,102994343,102511922
Early-demographic dividend,EAR,980085256,1077621038,1187602236,1309615000,1443191766,1590290482,1759236282,1937555154,2117950211,2205893669,2294686411,2384215228,2472913805,2560162782,2646598382,2733462527,2820903724,2908287643,2994852889,3080325473,3165142287,3249140605
East Asia & Pacific,EAS,1040958103,1110214377,1224531259,1355934900,1467569010,1559194619,1659131214,1767429690,1872480731,1919359723,1965146504,2008705489,2047640119,2083186112,2115458616,2146744075,2177119142,2206884624,2236819053,2267482299,2298514046,2328220870
East Asia & Pacific (excluding high income),EAP,894880101,952499842,1057855221,1176916274,1277794190,1360444852,1451910036,1553557307,1652538259,1696474639,1738960485,1779799008,1816466142,1849617640,1880258797,1909901290,1938067140,1965964309,1994401378,2023609315,2053116851,2081651801
East Asia & Pacific (IDA & IBRD countries),TEA,883445573,940205368,1044230714,1161692276,1261221825,1342952245,1433295147,1533819043,1631566815,1674861279,1716810429,1757224494,1793498351,1826238744,1856486252,1885806859,1913718210,1941377349,1969562739,1998513398,2027771091,2056064424
Euro area,EMU,265203934,275163387,283866409,290874595,297251524,302184230,305299134,308516473,314162058,316366779,318003015,319433981,321310791,324125336,327682505,330922789,334274725,336151479,336159194,338466255,340616924,341783171
Europe & Central Asia,ECS,667253650,698901133,726307440,749899411,772775173,794002749,813373068,833273189,849757442,854685450,857577538,860015493,861993393,864648977,869516666,874862170,881531261,888627318,894486795,903129978,911812364,918793590
Europe & Central Asia (excluding high income),ECA,275147578,292424434,307516657,321560922,335746714,350139462,364686101,379557335,389005125,390879149,391652704,392243961,392301484,391720978,392243981,393216869,394991819,398783138,403265869,408278056,413361214,417797257
Europe & Central Asia (IDA & IBRD countries),TEC,308925209,327816760,344176940,359067136,374638948,390313394,406270520,422137029,431944610,434073825,434834171,435439577,435028415,434253516,434730803,435669295,437427283,441121359,445596591,450528180,455505650,459865205
European Union,EUU,409306076,423850244,436817143,447081048,456685457,464225439,469368776,474581370,480544294,483264869,485063813,486597004,488221138,490252423,494028141,497844869,501683669,504298777,505096232,508193856,511218529,513213363
Fragile and conflict affected situations,FCS,120335436,132146262,146274765,162336872,180973468,202506212,222933368,243809801,273554015,290328995,306246158,321010137,336293932,353568055,372022500,390889972,410146920,430002303,450626774,471835322,493290951,515215936
Heavily indebted poor countries (HIPC),HPC,161734357,178048171,197119436,219004370,243590895,270668574,299959473,334249178,376055904,399503946,423019190,446608340,471680794,499113575,528444632,558909236,590590368,624219326,660193774,698336451,738387254,780234406
High income,HIC,760193906,801349486,835367980,870906832,903502034,934008001,962190813,989071855,1018853066,1034461319,1050573065,1064403601,1077839576,1092175508,1106953027,1123222521,1141674064,1157826206,1170223344,1184323353,1198350350,1210312147
IBRD only,IBD,1916725984,2061940171,2258892461,2476981598,2688099702,2891281645,3113889531,3350637888,3578748050,3684211762,3786541610,3886855288,3981934121,4072371012,4161045550,4248617747,4334791952,4421851199,4510296617,4599654984,4687686335,4772284113
IDA & IBRD total,IBT,2299827560,2484475271,2727559890,2995741759,3262238505,3530412139,3826309623,4145325696,4464471808,4617974811,4769462932,4919850879,5066140135,5209873584,5353754291,5498679869,5644570358,5793479782,5945148626,6099662180,6256138021,6412522234
IDA blend,IDB,123891139,136575197,151321867,168123679,188026801,212160514,239172894,268847200,299824422,315538560,331892967,348989354,366210370,383578460,401420450,420376591,440671619,462331503,484720757,507644354,531399044,555830605
IDA only,IDX,259210437,285959903,317345562,350636482,386112002,426969980,473247198,525840608,585899336,618224489,651028355,684006237,717995644,753924112,791288291,829685531,869106787,909297080,950131252,992362842,1037052642,1084407516
IDA total,IDA,383101576,422535100,468667429,518760161,574138803,639130494,712420092,794687808,885723758,933763049,982921322,1032995591,1084206014,1137502572,1192708741,1250062122,1309778406,1371628583,1434852009,1500007196,1568451686,1640238121
Late-demographic dividend,LTE,1097403781,1165967060,1278385430,1401527248,1507257850,1596184271,1691966485,1797369949,1893548031,1935068108,1975922433,2013289641,2045841423,2074469505,2101455067,2128455973,2154947270,2181529363,2207632770,2234568586,2262158994,2288665963
Latin America & Caribbean,LCN,219907801,245233432,272128513,300238819,329667217,360591861,393106351,425800798,458175526,474193423,490080681,505774348,520964431,535570691,549705414,563521369,577050884,590303295,603586217,616619613,629240066,641357515
Latin America & Caribbean (excluding high income),LAC,204214185,228279229,254069201,281076139,309317366,339067716,370410991,401843272,432859827,448171372,463368817,478398772,493029013,507121489,520757766,534080194,547116062,559867514,572713225,585296422,597399287,609013934
Latin America & the Caribbean (IDA & IBRD countries),TLA,209830870,234259729,260373635,287660314,316284425,346721295,378879107,411037290,442915528,458742858,474430763,489919322,504982243,519482148,533529987,547323121,560891799,574171371,587491182,600555906,613258172,625569713
Least developed countries: UN classification,LDC,240518433,264174179,292045744,321797581,353691338,390612563,432185325,479814021,534731006,564581083,594801259,625342098,657215864,691061397,726331177,762132501,798563392,836614860,876869863,919226401,963511276,1009662578
Low & middle income,LMY,2271826072,2455350597,2698168546,2966819339,3232891073,3500013974,3794807260,4113221493,4434540894,4588114102,4739881155,4890406949,5037268787,5181350933,5325421944,5470400681,5616213108,5765121055,5916770281,6071330528,6227752871,6383958209
Low income,LIC,158779911,173410029,191120090,211335895,233513206,257758125,283893524,314578310,352066121,373150870,394448671,415959410,438799433,463584766,490099969,518097437,547481280,577274011,606913332,637350644,670117389,705417321
Lower middle income,LMC,928490499,1017725630,1116788548,1226045232,1347077568,1481859807,1632885169,1792245451,1956554979,2037399623,2118416707,2199992975,2281159205,2361829370,2442531361,2523645459,2605437640,2688436551,2772231195,2856124025,2939830821,3022905169
Middle East & North Africa,MEA,105203269,117271166,131026912,146213388,163532323,184628605,210648811,238565130,265656619,278384965,292041181,303641740,315326801,327362252,340143481,354302463,369823252,385917886,401974219,417932242,433597626,448912859
Middle East & North Africa (excluding high income),MNA,97553162,108376339,120739199,134051043,148781931,166616401,188614696,212456887,237828663,248897270,259431597,269440690,279279634,289264324,299502774,310109412,321168767,332777824,345004009,357637340,370276461,382896715
Middle East & North Africa (IDA & IBRD countries),TMN,97553162,108376339,120739199,134051043,148781931,166616401,188614696,212456887,235665072,246530972,256843600,266664122,276357481,286188951,296266148,306703078,317576790,328991663,341024011,353463942,365909373,378327628
Middle income,MIC,2113046161,2281940568,2507048456,2755483444,2999377867,3242255849,3510913736,3798643183,4082474773,4214963232,4345432484,4474447539,4598469354,4717766167,4835321975,4952303244,5068731828,5187847044,5309856949,5433979884,5557635482,5678540888
North America,NAC,198624409,211262900,221503000,232168663,241538008,251795337,261488476,271349094,284943859,292185983,299064347,306070116,312909974,319048184,324809693,331015609,337406357,343396098,348653238,353888995,359245384,364290258
Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,791309222,836395330,875528057,916286623,954394265,989638618,1022196070,1053638658,1090444452,1108313712,1125172255,1141378668,1157244082,1173879536,1190571071,1207587551,1225804612,1242309585,1256042703,1272282569,1288747101,1303529456
Other small states,OSS,9151857,9840384,10606249,11488089,12475022,13598543,14962381,16610017,18156566,18801065,19460594,20163885,20917092,21639132,22442101,23486218,24762406,26050942,27227319,28364410,29542879,30758989
Pacific island small states,PSS,865072,984823,1098154,1202157,1306046,1420310,1555389,1650442,1750921,1812834,1868414,1917135,1962452,2006078,2050572,2100869,2157454,2214519,2268708,2325136,2388307,2457367
Post-demographic dividend,PST,754514355,793187000,824783296,857079394,885141869,909865629,931345425,952208537,977682743,989856904,1000603120,1010590288,1020504252,1030561714,1041075142,1052054803,1064394167,1074869481,1082370705,1092096206,1101992071,1109997273
Pre-demographic dividend,PRE,187617091,205835453,227201434,252097524,282049515,317462492,352822108,392393097,440397767,467465199,494517676,521617674,550660001,582828705,617518671,653695022,691447610,731868772,775573001,821931240,869943914,919485393
Small states,SST,14211639,15333405,16478305,17702858,19027631,20501059,22269313,24190638,26020302,26841234,27660288,28504847,29393029,30250175,31189626,32375210,33798838,35238667,36568692,37862981,39200572,40575321
South Asia,SAS,572839523,623943332,682102178,746911716,819292545,900620572,989728215,1084281155,1184133314,1235693869,1287476190,1339202708,1390946064,1442644058,1493757846,1543610696,1592010819,1638792934,1683747130,1727640967,1771167194,1814388744
South Asia (IDA & IBRD),TSA,572839523,623943332,682102178,746911716,819292545,900620572,989728215,1084281155,1184133314,1235693869,1287476190,1339202708,1390946064,1442644058,1493757846,1543610696,1592010819,1638792934,1683747130,1727640967,1771167194,1814388744
Sub-Saharan Africa,SSF,227233223,249873743,275937224,306359274,342018831,383188232,429521938,481594292,538246469,568072008,599067779,631400656,665327581,701066167,738983255,779566820,822945457,869025106,917726973,968959787,1022526541,1078306520
Sub-Saharan Africa (excluding high income),SSA,227191523,249827421,275886090,306303245,341958327,383124971,429457221,481525537,538175706,567997803,598991362,631321810,665246450,700982444,738900780,779482220,822858501,868935336,917638670,968868428,1022431864,1078209758
Sub-Saharan Africa (IDA & IBRD countries),TSS,227233223,249873743,275937224,306359274,342018831,383188232,429521938,481594292,538246469,568072008,599067779,631400656,665327581,701066167,738983255,779566820,822945457,869025106,917726973,968959787,1022526541,1078306520
Upper middle income,UMC,1184555662,1264214938,1390259908,1529438212,1652300299,1760396042,1878028567,2006397732,2125919794,2177563609,2227015777,2274454564,2317310149,2355936797,2392790614,2428657785,2463294188,2499410493,2537625754,2577855859,2617804661,2655635719
World,WLD,3032019978,3256700083,3533536526,3837726171,4136393107,4434021975,4756998073,5102293348,5453393960,5622575421,5790454220,5954810550,6115108363,6273526441,6432374971,6593623202,6757887172,6922947261,7086993625,7255653881,7426103221,7594270356
