Year,Country,Medal,Value Points
1980,GDR,Bronze,1
1980,NED,Gold,3
1980,NED,Silver,2
1980,USA,Bronze,1
1980,NOR,Gold,3
1980,GDR,Silver,2
1980,NOR,Bronze,1
1980,USA,Gold,3
1980,NOR,Silver,2
1980,NED,Bronze,1
1980,USA,Gold,3
1980,URS,Silver,2
1980,URS,Bronze,1
1980,GDR,Gold,3
1980,USA,Silver,2
1980,CAN,Bronze,1
1980,AUT,Gold,3
1980,AUT,Silver,2
1980,SUI,Bronze,1
1980,AUT,Gold,3
1980,LIE,Silver,2
1980,AUT,Bronze,1
1980,SWE,Gold,3
1980,LIE,Silver,2
1980,FRA,Bronze,1
1980,LIE,Gold,3
1980,FRG,Silver,2
1980,SUI,Bronze,1
1980,SWE,Gold,3
1980,USA,Silver,2
1980,SUI,Bronze,1
1980,LIE,Gold,3
1980,FRG,Silver,2
1980,FIN,Bronze,1
1980,GDR,Gold,3
1980,FIN,Silver,2
1980,NOR,Bronze,1
1980,SWE,Gold,3
1980,FIN,Silver,2
1980,BUL,Bronze,1
1980,URS,Gold,3
1980,URS,Silver,2
1980,FIN,Bronze,1
1980,FIN,Bronze,1
1980,FIN,Bronze,1
1980,FIN,Bronze,1
1980,URS,Gold,3
1980,URS,Gold,3
1980,URS,Gold,3
1980,URS,Gold,3
1980,NOR,Silver,2
1980,NOR,Silver,2
1980,NOR,Silver,2
1980,NOR,Silver,2
1980,NOR,Bronze,1
1980,NOR,Bronze,1
1980,NOR,Bronze,1
1980,NOR,Bronze,1
1980,GDR,Gold,3
1980,GDR,Gold,3
1980,GDR,Gold,3
1980,GDR,Gold,3
1980,URS,Silver,2
1980,URS,Silver,2
1980,URS,Silver,2
1980,URS,Silver,2
1980,URS,Bronze,1
1980,URS,Gold,3
1980,FIN,Silver,2
1980,TCH,Bronze,1
1980,URS,Gold,3
1980,FIN,Silver,2
1980,GDR,Bronze,1
1980,GDR,Gold,3
1980,FIN,Silver,2
1980,FIN,Bronze,1
1980,FIN,Gold,3
1980,AUT,Silver,2
1980,AUT,Gold,3
1980,GDR,Silver,2
1980,JPN,Silver,2
1984,GDR,Bronze,1
1984,NOR,Gold,3
1984,FRG,Silver,2
1984,NOR,Bronze,1
1984,FRG,Gold,3
1984,GDR,Silver,2
1984,FRG,Bronze,1
1984,FRG,Bronze,1
1984,FRG,Bronze,1
1984,FRG,Bronze,1
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,NOR,Silver,2
1984,NOR,Silver,2
1984,NOR,Silver,2
1984,NOR,Silver,2
1984,SUI,Bronze,1
1984,SUI,Bronze,1
1984,SUI,Bronze,1
1984,SUI,Bronze,1
1984,GDR,Gold,3
1984,GDR,Gold,3
1984,GDR,Gold,3
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,GDR,Silver,2
1984,GDR,Silver,2
1984,GDR,Silver,2
1984,URS,Bronze,1
1984,URS,Bronze,1
1984,GDR,Gold,3
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,GDR,Silver,2
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,SWE,Bronze,1
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,URS,Gold,3
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,GDR,Bronze,1
1984,GDR,Bronze,1
1984,FRG,Gold,3
1984,FRG,Gold,3
1984,URS,Silver,2
1984,URS,Silver,2
1984,URS,Bronze,1
1984,ITA,Gold,3
1984,URS,Silver,2
1984,GDR,Bronze,1
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,URS,Bronze,1
1984,URS,Bronze,1
1984,GBR,Gold,3
1984,GBR,Gold,3
1984,URS,Silver,2
1984,URS,Silver,2
1984,TCH,Bronze,1
1984,USA,Gold,3
1984,CAN,Silver,2
1984,URS,Bronze,1
1984,GDR,Gold,3
1984,USA,Silver,2
1984,URS,Bronze,1
1984,URS,Bronze,1
1984,URS,Gold,3
1984,URS,Gold,3
1984,USA,Silver,2
1984,USA,Silver,2
1984,GDR,Bronze,1
1984,URS,Gold,3
1984,SWE,Silver,2
1984,NOR,Bronze,1
1984,CAN,Gold,3
1984,URS,Silver,2
1984,URS,Bronze,1
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,URS,Bronze,1
1984,CAN,Gold,3
1984,URS,Silver,2
1984,URS,Bronze,1
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,GDR,Bronze,1
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,GDR,Bronze,1
1984,SWE,Gold,3
1984,URS,Silver,2
1984,CAN,Bronze,1
1984,URS,Gold,3
1984,JPN,Silver,2
1984,URS,Bronze,1
1984,GDR,Gold,3
1984,GDR,Silver,2
1984,AUT,Bronze,1
1984,USA,Gold,3
1984,SUI,Silver,2
1984,TCH,Bronze,1
1984,SUI,Gold,3
1984,SUI,Silver,2
1984,LIE,Bronze,1
1984,SUI,Gold,3
1984,YUG,Silver,2
1984,FRA,Bronze,1
1984,USA,Gold,3
1984,USA,Silver,2
1984,FRA,Bronze,1
1984,USA,Gold,3
1984,USA,Silver,2
1984,LIE,Bronze,1
1984,ITA,Gold,3
1984,FRA,Silver,2
1984,NOR,Bronze,1
1984,FIN,Gold,3
1984,URS,Silver,2
1984,FIN,Bronze,1
1984,SWE,Gold,3
1984,FIN,Silver,2
1984,NOR,Bronze,1
1984,FIN,Gold,3
1984,URS,Silver,2
1984,SWE,Bronze,1
1984,URS,Gold,3
1984,URS,Silver,2
1984,FIN,Bronze,1
1984,FIN,Bronze,1
1984,FIN,Bronze,1
1984,FIN,Bronze,1
1984,SWE,Gold,3
1984,SWE,Gold,3
1984,SWE,Gold,3
1984,SWE,Gold,3
1984,URS,Silver,2
1984,URS,Silver,2
1984,URS,Silver,2
1984,URS,Silver,2
1984,FIN,Bronze,1
1984,FIN,Bronze,1
1984,FIN,Bronze,1
1984,FIN,Bronze,1
1984,NOR,Gold,3
1984,NOR,Gold,3
1984,NOR,Gold,3
1984,NOR,Gold,3
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,TCH,Silver,2
1984,FIN,Bronze,1
1984,SWE,Gold,3
1984,SWE,Silver,2
1984,TCH,Bronze,1
1984,FIN,Gold,3
1984,NOR,Silver,2
1984,FIN,Bronze,1
1984,NOR,Gold,3
1984,FIN,Silver,2
1984,TCH,Bronze,1
1984,FIN,Gold,3
1984,GDR,Silver,2
1984,FIN,Bronze,1
1984,GDR,Gold,3
1984,FIN,Silver,2
1988,URS,Bronze,1
1988,GDR,Gold,3
1988,URS,Silver,2
1988,ITA,Bronze,1
1988,GDR,Gold,3
1988,URS,Silver,2
1988,ITA,Bronze,1
1988,ITA,Bronze,1
1988,ITA,Bronze,1
1988,ITA,Bronze,1
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,FRG,Silver,2
1988,FRG,Silver,2
1988,FRG,Silver,2
1988,FRG,Silver,2
1988,URS,Bronze,1
1988,URS,Bronze,1
1988,URS,Bronze,1
1988,URS,Bronze,1
1988,SUI,Gold,3
1988,SUI,Gold,3
1988,SUI,Gold,3
1988,SUI,Gold,3
1988,GDR,Silver,2
1988,GDR,Silver,2
1988,GDR,Silver,2
1988,GDR,Silver,2
1988,GDR,Bronze,1
1988,GDR,Bronze,1
1988,URS,Gold,3
1988,URS,Gold,3
1988,GDR,Silver,2
1988,GDR,Silver,2
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,SWE,Bronze,1
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FIN,Silver,2
1988,FRG,Bronze,1
1988,FRG,Bronze,1
1988,GDR,Gold,3
1988,GDR,Gold,3
1988,GDR,Silver,2
1988,GDR,Silver,2
1988,URS,Bronze,1
1988,GDR,Gold,3
1988,FRG,Silver,2
1988,GDR,Bronze,1
1988,GDR,Gold,3
1988,GDR,Silver,2
1988,CAN,Bronze,1
1988,CAN,Bronze,1
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Silver,2
1988,URS,Silver,2
1988,URS,Bronze,1
1988,USA,Gold,3
1988,CAN,Silver,2
1988,USA,Bronze,1
1988,GDR,Gold,3
1988,CAN,Silver,2
1988,USA,Bronze,1
1988,USA,Bronze,1
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Silver,2
1988,URS,Silver,2
1988,NED,Bronze,1
1988,SWE,Gold,3
1988,AUT,Silver,2
1988,URS,Bronze,1
1988,URS,Gold,3
1988,GDR,Silver,2
1988,USA,Bronze,1
1988,GDR,Gold,3
1988,GDR,Silver,2
1988,AUT,Bronze,1
1988,GDR,Gold,3
1988,USA,Silver,2
1988,GDR,Bronze,1
1988,NED,Gold,3
1988,GDR,Silver,2
1988,GDR,Bronze,1
1988,NED,Gold,3
1988,GDR,Silver,2
1988,NED,Bronze,1
1988,SWE,Gold,3
1988,NED,Silver,2
1988,GDR,Bronze,1
1988,NED,Gold,3
1988,GDR,Silver,2
1988,JPN,Bronze,1
1988,GDR,Gold,3
1988,NED,Silver,2
1988,GDR,Bronze,1
1988,USA,Gold,3
1988,GDR,Silver,2
1988,SUI,Bronze,1
1988,AUT,Gold,3
1988,AUT,Silver,2
1988,SUI,Bronze,1
1988,AUT,Gold,3
1988,SUI,Silver,2
1988,FRA,Bronze,1
1988,SUI,Gold,3
1988,SUI,Silver,2
1988,CAN,Bronze,1
1988,FRG,Gold,3
1988,SUI,Silver,2
1988,SUI,Bronze,1
1988,ITA,Gold,3
1988,AUT,Silver,2
1988,SUI,Bronze,1
1988,SUI,Gold,3
1988,FRG,Silver,2
1988,LIE,Bronze,1
1988,ITA,Gold,3
1988,FRG,Silver,2
1988,FRG,Bronze,1
1988,SUI,Gold,3
1988,YUG,Silver,2
1988,SWE,Bronze,1
1988,FRA,Gold,3
1988,AUT,Silver,2
1988,CAN,Bronze,1
1988,AUT,Gold,3
1988,SUI,Silver,2
1988,FIN,Bronze,1
1988,URS,Gold,3
1988,URS,Silver,2
1988,URS,Bronze,1
1988,URS,Gold,3
1988,NOR,Silver,2
1988,URS,Bronze,1
1988,URS,Gold,3
1988,URS,Silver,2
1988,NOR,Bronze,1
1988,URS,Gold,3
1988,URS,Silver,2
1988,TCH,Bronze,1
1988,TCH,Bronze,1
1988,TCH,Bronze,1
1988,TCH,Bronze,1
1988,SWE,Gold,3
1988,SWE,Gold,3
1988,SWE,Gold,3
1988,SWE,Gold,3
1988,URS,Silver,2
1988,URS,Silver,2
1988,URS,Silver,2
1988,URS,Silver,2
1988,FIN,Bronze,1
1988,FIN,Bronze,1
1988,FIN,Bronze,1
1988,FIN,Bronze,1
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,URS,Gold,3
1988,NOR,Silver,2
1988,NOR,Silver,2
1988,NOR,Silver,2
1988,NOR,Silver,2
1988,SUI,Bronze,1
1988,SWE,Gold,3
1988,ITA,Silver,2
1988,URS,Bronze,1
1988,FIN,Gold,3
1988,URS,Silver,2
1988,URS,Bronze,1
1988,SUI,Gold,3
1988,AUT,Silver,2
1988,AUT,Bronze,1
1988,AUT,Bronze,1
1988,AUT,Bronze,1
1988,FRG,Gold,3
1988,FRG,Gold,3
1988,FRG,Gold,3
1988,SUI,Silver,2
1988,SUI,Silver,2
1988,SUI,Silver,2
1988,YUG,Bronze,1
1988,FIN,Gold,3
1988,NOR,Silver,2
1988,NOR,Bronze,1
1988,NOR,Bronze,1
1988,NOR,Bronze,1
1988,NOR,Bronze,1
1988,FIN,Gold,3
1988,FIN,Gold,3
1988,FIN,Gold,3
1988,FIN,Gold,3
1988,YUG,Silver,2
1988,YUG,Silver,2
1988,YUG,Silver,2
1988,YUG,Silver,2
1988,TCH,Bronze,1
1988,FIN,Gold,3
1988,TCH,Silver,2
1992,FIN,Bronze,1
1992,GER,Gold,3
1992,GER,Silver,2
1992,CAN,Bronze,1
1992,GER,Gold,3
1992,EUN,Silver,2
1992,SWE,Bronze,1
1992,EUN,Gold,3
1992,GER,Silver,2
1992,EUN,Bronze,1
1992,EUN,Bronze,1
1992,EUN,Bronze,1
1992,FRA,Gold,3
1992,FRA,Gold,3
1992,FRA,Gold,3
1992,GER,Silver,2
1992,GER,Silver,2
1992,GER,Silver,2
1992,SWE,Bronze,1
1992,SWE,Bronze,1
1992,SWE,Bronze,1
1992,SWE,Bronze,1
1992,GER,Gold,3
1992,GER,Gold,3
1992,GER,Gold,3
1992,GER,Gold,3
1992,EUN,Silver,2
1992,EUN,Silver,2
1992,EUN,Silver,2
1992,EUN,Silver,2
1992,EUN,Bronze,1
1992,EUN,Gold,3
1992,GER,Silver,2
1992,SUI,Bronze,1
1992,SUI,Bronze,1
1992,SUI,Bronze,1
1992,SUI,Bronze,1
1992,AUT,Gold,3
1992,AUT,Gold,3
1992,AUT,Gold,3
1992,AUT,Gold,3
1992,GER,Silver,2
1992,GER,Silver,2
1992,GER,Silver,2
1992,GER,Silver,2
1992,GER,Bronze,1
1992,GER,Bronze,1
1992,SUI,Gold,3
1992,SUI,Gold,3
1992,GER,Silver,2
1992,GER,Silver,2
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,ITA,Bronze,1
1992,ITA,Bronze,1
1992,GER,Gold,3
1992,GER,Gold,3
1992,GER,Silver,2
1992,GER,Silver,2
1992,AUT,Bronze,1
1992,GER,Gold,3
1992,AUT,Silver,2
1992,GER,Bronze,1
1992,AUT,Gold,3
1992,AUT,Silver,2
1992,EUN,Bronze,1
1992,EUN,Bronze,1
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,FRA,Silver,2
1992,FRA,Silver,2
1992,TCH,Bronze,1
1992,EUN,Gold,3
1992,USA,Silver,2
1992,USA,Bronze,1
1992,USA,Gold,3
1992,JPN,Silver,2
1992,CAN,Bronze,1
1992,CAN,Bronze,1
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Silver,2
1992,EUN,Silver,2
1992,KOR,Bronze,1
1992,KOR,Gold,3
1992,CAN,Silver,2
1992,EUN,Bronze,1
1992,EUN,Bronze,1
1992,EUN,Bronze,1
1992,EUN,Bronze,1
1992,CAN,Gold,3
1992,CAN,Gold,3
1992,CAN,Gold,3
1992,CAN,Gold,3
1992,USA,Silver,2
1992,USA,Silver,2
1992,USA,Silver,2
1992,USA,Silver,2
1992,JPN,Bronze,1
1992,JPN,Bronze,1
1992,JPN,Bronze,1
1992,JPN,Bronze,1
1992,KOR,Gold,3
1992,KOR,Gold,3
1992,KOR,Gold,3
1992,KOR,Gold,3
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,CAN,Silver,2
1992,PRK,Bronze,1
1992,USA,Gold,3
1992,CHN,Silver,2
1992,NOR,Bronze,1
1992,NED,Gold,3
1992,NOR,Silver,2
1992,JPN,Bronze,1
1992,GER,Gold,3
1992,KOR,Silver,2
1992,GER,Bronze,1
1992,USA,Gold,3
1992,CHN,Silver,2
1992,NED,Bronze,1
1992,NOR,Gold,3
1992,NOR,Silver,2
1992,JPN,Bronze,1
1992,GER,Gold,3
1992,GER,Silver,2
1992,AUT,Bronze,1
1992,GER,Gold,3
1992,GER,Silver,2
1992,NED,Bronze,1
1992,NOR,Gold,3
1992,NED,Silver,2
1992,GER,Bronze,1
1992,GER,Gold,3
1992,GER,Silver,2
1992,JPN,Bronze,1
1992,GER,Gold,3
1992,JPN,Silver,2
1992,GER,Bronze,1
1992,USA,Gold,3
1992,CHN,Silver,2
1992,SUI,Bronze,1
1992,ITA,Gold,3
1992,ITA,Silver,2
1992,FRA,Bronze,1
1992,AUT,Gold,3
1992,AUT,Silver,2
1992,AUT,Bronze,1
1992,AUT,Gold,3
1992,FRA,Silver,2
1992,AUT,Bronze,1
1992,CAN,Gold,3
1992,USA,Silver,2
1992,NOR,Bronze,1
1992,ITA,Gold,3
1992,LUX,Silver,2
1992,SWE,Gold,3
1992,AUT,Silver,2
1992,USA,Silver,2
1992,AUT,Bronze,1
1992,NOR,Gold,3
1992,ITA,Silver,2
1992,ESP,Bronze,1
1992,AUT,Gold,3
1992,NZL,Silver,2
1992,NOR,Bronze,1
1992,NOR,Gold,3
1992,LUX,Silver,2
1992,GER,Bronze,1
1992,ITA,Gold,3
1992,FRA,Silver,2
1992,SWE,Bronze,1
1992,NOR,Gold,3
1992,ITA,Silver,2
1992,EUN,Bronze,1
1992,EUN,Gold,3
1992,FIN,Silver,2
1992,EUN,Bronze,1
1992,ITA,Gold,3
1992,EUN,Silver,2
1992,NOR,Bronze,1
1992,NOR,Gold,3
1992,NOR,Silver,2
1992,FIN,Bronze,1
1992,FIN,Bronze,1
1992,FIN,Bronze,1
1992,FIN,Bronze,1
1992,NOR,Gold,3
1992,NOR,Gold,3
1992,NOR,Gold,3
1992,NOR,Gold,3
1992,ITA,Silver,2
1992,ITA,Silver,2
1992,ITA,Silver,2
1992,ITA,Silver,2
1992,ITA,Bronze,1
1992,ITA,Bronze,1
1992,ITA,Bronze,1
1992,ITA,Bronze,1
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,EUN,Gold,3
1992,NOR,Silver,2
1992,NOR,Silver,2
1992,NOR,Silver,2
1992,NOR,Silver,2
1992,ITA,Bronze,1
1992,NOR,Gold,3
1992,ITA,Silver,2
1992,EUN,Bronze,1
1992,FIN,Gold,3
1992,EUN,Silver,2
1992,ITA,Bronze,1
1992,NOR,Gold,3
1992,NOR,Silver,2
1992,EUN,Bronze,1
1992,EUN,Gold,3
1992,ITA,Silver,2
1992,USA,Bronze,1
1992,FRA,Gold,3
1992,FRA,Silver,2
1992,NOR,Bronze,1
1992,USA,Gold,3
1992,EUN,Silver,2
1992,AUT,Bronze,1
1992,FRA,Gold,3
1992,FRA,Silver,2
1992,AUT,Bronze,1
1992,AUT,Bronze,1
1992,AUT,Bronze,1
1992,JPN,Gold,3
1992,JPN,Gold,3
1992,JPN,Gold,3
1992,NOR,Silver,2
1992,NOR,Silver,2
1992,NOR,Silver,2
1992,AUT,Bronze,1
1992,FIN,Gold,3
1992,AUT,Silver,2
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,TCH,Bronze,1
1992,FIN,Gold,3
1992,FIN,Gold,3
1992,FIN,Gold,3
1992,FIN,Gold,3
1992,AUT,Silver,2
1992,AUT,Silver,2
1992,AUT,Silver,2
1992,AUT,Silver,2
1992,FIN,Bronze,1
1992,AUT,Gold,3
1992,AUT,Silver,2
1994,RUS,Bronze,1
1994,RUS,Gold,3
1994,GER,Silver,2
1994,GER,Bronze,1
1994,CAN,Gold,3
1994,FRA,Silver,2
1994,GER,Bronze,1
1994,RUS,Gold,3
1994,GER,Silver,2
1994,FRA,Bronze,1
1994,FRA,Bronze,1
1994,FRA,Bronze,1
1994,FRA,Bronze,1
1994,GER,Gold,3
1994,GER,Gold,3
1994,GER,Gold,3
1994,GER,Gold,3
1994,RUS,Silver,2
1994,RUS,Silver,2
1994,RUS,Silver,2
1994,RUS,Silver,2
1994,FRA,Bronze,1
1994,FRA,Bronze,1
1994,FRA,Bronze,1
1994,FRA,Bronze,1
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,GER,Silver,2
1994,GER,Silver,2
1994,GER,Silver,2
1994,GER,Silver,2
1994,UKR,Bronze,1
1994,CAN,Gold,3
1994,BLR,Silver,2
1994,GER,Bronze,1
1994,GER,Bronze,1
1994,GER,Bronze,1
1994,GER,Bronze,1
1994,GER,Gold,3
1994,GER,Gold,3
1994,GER,Gold,3
1994,GER,Gold,3
1994,SUI,Silver,2
1994,SUI,Silver,2
1994,SUI,Silver,2
1994,SUI,Silver,2
1994,ITA,Bronze,1
1994,ITA,Bronze,1
1994,SUI,Gold,3
1994,SUI,Gold,3
1994,SUI,Silver,2
1994,SUI,Silver,2
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,SWE,Gold,3
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,GER,Bronze,1
1994,GER,Bronze,1
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,ITA,Silver,2
1994,ITA,Silver,2
1994,ITA,Bronze,1
1994,GER,Gold,3
1994,AUT,Silver,2
1994,AUT,Bronze,1
1994,ITA,Gold,3
1994,GER,Silver,2
1994,GBR,Bronze,1
1994,GBR,Bronze,1
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,RUS,Silver,2
1994,RUS,Silver,2
1994,FRA,Bronze,1
1994,RUS,Gold,3
1994,CAN,Silver,2
1994,CHN,Bronze,1
1994,UKR,Gold,3
1994,USA,Silver,2
1994,CAN,Bronze,1
1994,CAN,Bronze,1
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,RUS,Silver,2
1994,RUS,Silver,2
1994,CAN,Bronze,1
1994,KOR,Gold,3
1994,KOR,Silver,2
1994,KOR,Bronze,1
1994,KOR,Gold,3
1994,CAN,Silver,2
1994,USA,Bronze,1
1994,USA,Bronze,1
1994,USA,Bronze,1
1994,USA,Bronze,1
1994,USA,Bronze,1
1994,KOR,Gold,3
1994,KOR,Gold,3
1994,KOR,Gold,3
1994,KOR,Gold,3
1994,KOR,Gold,3
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,CAN,Silver,2
1994,AUS,Bronze,1
1994,AUS,Bronze,1
1994,AUS,Bronze,1
